chr	tss	strand	gene_name	gene_id
chr12	126690318	-	LOC100996671	LOC100996671
chr1	120914114	-	LOC100996720	LOC100996720
chr1	145214850	+	LOC100996740	LOC100996740
chr17	41084166	+	LOC100996750	LOC100996750
chr17	7583518	-	LOC100996842	LOC100996842
chrX	71667701	+	LOC101059915	LOC101059915
chr19	49019484	-	LOC101059948	LOC101059948
chr1	144276762	-	LOC101060524	LOC101060524
chr13	111153577	-	LOC101060553	LOC101060553
chr8	78724374	-	LOC101241902	LOC101241902
chr7	90396291	+	LOC101409256	LOC101409256
chr9	134872618	-	LOC101448202	LOC101448202
chr17	4704229	+	LOC101559451	LOC101559451
chr12	122226441	+	LOC101593348	LOC101593348
chr20	25196892	-	LOC101926889	LOC101926889
chr8	70471133	+	LOC101926892	LOC101926892
chr6	46492051	+	LOC101926898	LOC101926898
chr5	141078031	-	LOC101926905	LOC101926905
chr8	72732044	+	LOC101926908	LOC101926908
chr2	170770766	-	LOC101926913	LOC101926913
chr6	46276323	+	LOC101926915	LOC101926915
chr14	22929608	+	LOC101926933	LOC101926933
chr6	46687833	-	LOC101926934	LOC101926934
chr20	25854021	-	LOC101926935	LOC101926935
chr7	74728918	-	LOC101926943	LOC101926943
chr1	59772794	+	LOC101926944	LOC101926944
chr9	35646269	+	LOC101926948	LOC101926948
chr5	42175345	-	LOC101926960	LOC101926960
chr1	60825584	-	LOC101926964	LOC101926964
chr3	118641767	+	LOC101926968	LOC101926968
chr17	28926274	+	LOC101927018	LOC101927018
chr6	49811539	+	LOC101927020	LOC101927020
chr5	112228282	+	LOC101927023	LOC101927023
chr8	79871737	-	LOC101927040	LOC101927040
chr14	24442952	+	LOC101927045	LOC101927045
chr6	49824766	-	LOC101927048	LOC101927048
chr2	89637907	-	LOC101927050	LOC101927050
chr2	96919105	+	LOC101927053	LOC101927053
chr2	178776925	+	LOC101927055	LOC101927055
chr8	97446497	-	LOC101927066	LOC101927066
chr9	68975841	-	LOC101927069	LOC101927069
chr5	114773413	-	LOC101927078	LOC101927078
chr15	21990079	+	LOC101927079	LOC101927079
chr6	51621869	+	LOC101927082	LOC101927082
chr5	115602154	+	LOC101927100	LOC101927100
chr14	31420757	+	LOC101927124	LOC101927124
chr16	11465259	+	LOC101927131	LOC101927131
chr6	53573275	-	LOC101927136	LOC101927136
chr8	82912103	+	LOC101927141	LOC101927141
chr1	224213279	-	LOC101927143	LOC101927143
chr19	27793430	+	LOC101927151	LOC101927151
chr4	47914226	+	LOC101927157	LOC101927157
chr20	42685482	+	LOC101927159	LOC101927159
chr1	224219612	+	LOC101927164	LOC101927164
chr17	48444832	+	LOC101927166	LOC101927166
chr18	6729862	-	LOC101927168	LOC101927168
chr14	35081080	+	LOC101927178	LOC101927178
chr4	47831344	+	LOC101927179	LOC101927179
chr18	6954676	+	LOC101927188	LOC101927188
chr6	53929981	+	LOC101927189	LOC101927189
chr5	116374570	-	LOC101927190	LOC101927190
chr4	67422000	-	LOC101927237	LOC101927237
chr7	77415197	+	LOC101927243	LOC101927243
chr8	102656247	+	LOC101927245	LOC101927245
chr13	94708486	-	LOC101927248	LOC101927248
chr12	49324576	-	LOC101927267	LOC101927267
chr7	80374439	-	LOC101927269	LOC101927269
chr16	50668854	+	LOC101927272	LOC101927272
chr10	98446320	+	LOC101927278	LOC101927278
chr13	94760940	+	LOC101927284	LOC101927284
chr3	73521321	+	LOC101927296	LOC101927296
chr15	97560698	-	LOC101927310	LOC101927310
chr6	97305585	+	LOC101927314	LOC101927314
chr12	49962783	-	LOC101927318	LOC101927318
chr18	58671873	-	LOC101927322	LOC101927322
chr1	76011323	+	LOC101927342	LOC101927342
chr7	7255153	+	LOC101927354	LOC101927354
chr5	122584600	-	LOC101927357	LOC101927357
chr9	74371530	+	LOC101927358	LOC101927358
chr4	133149116	-	LOC101927359	LOC101927359
chr6	99424870	+	LOC101927365	LOC101927365
chr3	79411726	+	LOC101927374	LOC101927374
chr20	47352560	+	LOC101927377	LOC101927377
chr7	84532475	+	LOC101927378	LOC101927378
chr7	7566065	-	LOC101927391	LOC101927391
chr3	8016307	-	LOC101927394	LOC101927394
chr2	64524155	-	LOC101927402	LOC101927402
chr18	10661932	+	LOC101927410	LOC101927410
chr14	44911917	-	LOC101927418	LOC101927418
chr7	87152317	-	LOC101927420	LOC101927420
chr5	125036830	+	LOC101927421	LOC101927421
chr1	144302541	-	LOC101927429	LOC101927429
chr1	81557702	-	LOC101927434	LOC101927434
chr13	99957165	-	LOC101927437	LOC101927437
chr7	90335222	+	LOC101927446	LOC101927446
chr9	79145666	-	LOC101927450	LOC101927450
chr1	148247071	-	LOC101927468	LOC101927468
chrX	40262916	+	LOC101927476	LOC101927476
chr1	229508429	+	LOC101927478	LOC101927478
chr16	54848233	-	LOC101927480	LOC101927480
chr5	126285175	-	LOC101927488	LOC101927488
chr11	61588493	+	LOC101927495	LOC101927495
chr9	81689712	+	LOC101927502	LOC101927502
chr8	113102	-	LOC101927506	LOC101927506
chr2	241272163	+	LOC101927509	LOC101927509
chr8	119068782	-	LOC101927513	LOC101927513
chr4	140128014	+	LOC101927516	LOC101927516
chr17	57608412	-	LOC101927539	LOC101927539
chr8	120761252	+	LOC101927543	LOC101927543
chr7	99013164	+	LOC101927550	LOC101927550
chr22	45003619	-	LOC101927551	LOC101927551
chr17	57523597	-	LOC101927557	LOC101927557
chr1	83860546	-	LOC101927560	LOC101927560
chr18	22786837	-	LOC101927571	LOC101927571
chr19	36014501	+	LOC101927572	LOC101927572
chr9	84063442	+	LOC101927575	LOC101927575
chr12	57621903	-	LOC101927583	LOC101927583
chr8	124247398	-	LOC101927588	LOC101927588
chr1	230874845	+	LOC101927604	LOC101927604
chr14	53153353	+	LOC101927620	LOC101927620
chr9	86127539	+	LOC101927623	LOC101927623
chrX	48508839	-	LOC101927635	LOC101927635
chr4	143912330	+	LOC101927636	LOC101927636
chr8	126325494	+	LOC101927657	LOC101927657
chr2	67213407	+	LOC101927661	LOC101927661
chr17	58083204	-	LOC101927666	LOC101927666
chr7	20140426	-	LOC101927668	LOC101927668
chr14	56514330	+	LOC101927690	LOC101927690
chr6	868497	+	LOC101927691	LOC101927691
chr10	114764787	+	LOC101927692	LOC101927692
chr10	46598145	-	LOC101927699	LOC101927699
chr11	3571987	-	LOC101927708	LOC101927708
chr2	118602966	-	LOC101927709	LOC101927709
chr17	909631	+	LOC101927727	LOC101927727
chr6	2883987	+	LOC101927730	LOC101927730
chr15	100919283	-	LOC101927751	LOC101927751
chr8	1763334	-	LOC101927752	LOC101927752
chr6	3024062	+	LOC101927759	LOC101927759
chr10	933025	+	LOC101927762	LOC101927762
chr7	20296707	+	LOC101927769	LOC101927769
chr20	53552769	+	LOC101927770	LOC101927770
chr1	234646288	+	LOC101927787	LOC101927787
chr11	65455285	+	LOC101927789	LOC101927789
chr16	88883514	+	LOC101927793	LOC101927793
chr8	133777352	-	LOC101927798	LOC101927798
chr7	20331762	-	LOC101927811	LOC101927811
chr16	21599385	-	LOC101927814	LOC101927814
chr8	2623365	-	LOC101927815	LOC101927815
chr16	89430917	+	LOC101927817	LOC101927817
chr8	133886495	+	LOC101927822	LOC101927822
chr10	3066933	-	LOC101927824	LOC101927824
chr9	42586534	-	LOC101927827	LOC101927827
chr3	20342467	+	LOC101927829	LOC101927829
chrX	155374174	-	LOC101927830	LOC101927830
chr17	2232677	+	LOC101927839	LOC101927839
chr8	134849934	+	LOC101927845	LOC101927845
chr9	89969415	+	LOC101927847	LOC101927847
chr1	234963999	-	LOC101927851	LOC101927851
chr17	61367704	-	LOC101927855	LOC101927855
chr7	103445206	+	LOC101927870	LOC101927870
chr2	128864599	+	LOC101927881	LOC101927881
chr2	75524067	+	LOC101927884	LOC101927884
chr5	167168401	-	LOC101927908	LOC101927908
chr17	2965895	-	LOC101927911	LOC101927911
chr7	157466230	+	LOC101927914	LOC101927914
chr8	137413588	-	LOC101927915	LOC101927915
chr6	117675284	-	LOC101927919	LOC101927919
chr20	58888810	-	LOC101927932	LOC101927932
chr2	78088729	+	LOC101927948	LOC101927948
chr6	5695272	-	LOC101927950	LOC101927950
chr9	93014944	-	LOC101927954	LOC101927954
chr2	208542641	+	LOC101927960	LOC101927960
chr10	4051725	+	LOC101927964	LOC101927964
chr2	78290731	-	LOC101927967	LOC101927967
chr6	5458075	-	LOC101927972	LOC101927972
chr7	107743632	-	LOC101927974	LOC101927974
chr18	76491651	+	LOC101927989	LOC101927989
chr12	69738550	-	LOC101928002	LOC101928002
chr11	9839141	+	LOC101928008	LOC101928008
chr1	153174517	+	LOC101928009	LOC101928009
chr7	112622380	+	LOC101928012	LOC101928012
chr17	67244775	+	LOC101928021	LOC101928021
chr12	9381422	-	LOC101928030	LOC101928030
chr1	153545741	+	LOC101928034	LOC101928034
chr16	74215521	-	LOC101928035	LOC101928035
chr15	28702727	+	LOC101928042	LOC101928042
chr20	60472976	-	LOC101928048	LOC101928048
chr4	162022732	+	LOC101928052	LOC101928052
chr11	10809296	+	LOC101928053	LOC101928053
chr8	1973345	-	LOC101928058	LOC101928058
chr19	44002870	-	LOC101928063	LOC101928063
chr1	244970869	-	LOC101928068	LOC101928068
chr11	66480249	-	LOC101928069	LOC101928069
chr14	70641298	-	LOC101928075	LOC101928075
chr8	142638595	+	LOC101928087	LOC101928087
chr5	172755502	+	LOC101928093	LOC101928093
chr8	7228188	-	LOC101928095	LOC101928095
chr3	150738985	-	LOC101928105	LOC101928105
chr21	33123700	-	LOC101928107	LOC101928107
chr1	95233982	-	LOC101928118	LOC101928118
chr9	94945554	-	LOC101928119	LOC101928119
chr1	154961470	+	LOC101928120	LOC101928120
chr14	73246001	-	LOC101928123	LOC101928123
chr21	33976381	+	LOC101928126	LOC101928126
chrX	85210705	+	LOC101928128	LOC101928128
chr4	165743071	-	LOC101928131	LOC101928131
chr3	35394023	-	LOC101928135	LOC101928135
chr14	73463642	-	LOC101928143	LOC101928143
chr8	143708050	+	LOC101928160	LOC101928160
chr1	23521929	+	LOC101928163	LOC101928163
chr3	152205429	-	LOC101928166	LOC101928166
chr7	29125032	+	LOC101928168	LOC101928168
chr15	34755083	+	LOC101928174	LOC101928174
chr1	156621928	-	LOC101928177	LOC101928177
chr6	10954089	-	LOC101928191	LOC101928191
chr9	63125869	-	LOC101928195	LOC101928195
chrX	4633572	-	LOC101928201	LOC101928201
chr7	124352096	-	LOC101928211	LOC101928211
chr2	19990203	+	LOC101928222	LOC101928222
chr17	73513682	+	LOC101928251	LOC101928251
chr6	12001244	-	LOC101928253	LOC101928253
chr7	125264291	-	LOC101928254	LOC101928254
chr17	9179118	-	LOC101928266	LOC101928266
chr21	36004667	-	LOC101928269	LOC101928269
chr10	9295593	-	LOC101928272	LOC101928272
chr2	137927932	-	LOC101928273	LOC101928273
chr4	4761759	+	LOC101928279	LOC101928279
chr7	125184568	+	LOC101928283	LOC101928283
chr19	49388081	-	LOC101928295	LOC101928295
chr6	134540005	-	LOC101928304	LOC101928304
chr4	4920807	+	LOC101928306	LOC101928306
chr6	68634324	-	LOC101928307	LOC101928307
chr3	42654388	-	LOC101928323	LOC101928323
chrX	107935980	-	LOC101928335	LOC101928335
chrX	119291528	+	LOC101928336	LOC101928336
chr17	74599839	+	LOC101928343	LOC101928343
chrX	108736539	+	LOC101928358	LOC101928358
chr1	101236528	-	LOC101928370	LOC101928370
chr2	88538719	+	LOC101928371	LOC101928371
chr1	160932464	+	LOC101928372	LOC101928372
chr9	63017994	+	LOC101928381	LOC101928381
chr2	143937066	+	LOC101928386	LOC101928386
chrX	17528434	+	LOC101928389	LOC101928389
chr21	38857538	+	LOC101928398	LOC101928398
chr7	56538130	-	LOC101928401	LOC101928401
chrX	123961341	-	LOC101928402	LOC101928402
chr15	45279222	-	LOC101928414	LOC101928414
chr12	132329849	+	LOC101928416	LOC101928416
chr16	82990298	-	LOC101928417	LOC101928417
chr11	102452918	+	LOC101928424	LOC101928424
chr6	136784046	+	LOC101928429	LOC101928429
chr1	103525508	-	LOC101928436	LOC101928436
chrX	113042726	+	LOC101928437	LOC101928437
chr9	99819889	-	LOC101928438	LOC101928438
chr12	23175635	+	LOC101928441	LOC101928441
chr16	82773318	+	LOC101928446	LOC101928446
chr10	14074283	+	LOC101928453	LOC101928453
chr17	15014804	+	LOC101928475	LOC101928475
chr6	73696131	-	LOC101928489	LOC101928489
chr6	17511265	-	LOC101928491	LOC101928491
chrX	126109761	+	LOC101928495	LOC101928495
chr14	81221217	+	LOC101928504	LOC101928504
chr5	57650659	+	LOC101928505	LOC101928505
chr11	36077901	-	LOC101928510	LOC101928510
chr6	74069450	+	LOC101928516	LOC101928516
chr19	51181966	-	LOC101928517	LOC101928517
chr6	19180480	-	LOC101928519	LOC101928519
chr9	103999708	+	LOC101928523	LOC101928523
chr9	135506447	-	LOC101928525	LOC101928525
chr12	132887841	+	LOC101928530	LOC101928530
chr11	106250018	+	LOC101928535	LOC101928535
chr6	75383185	+	LOC101928540	LOC101928540
chr4	174831727	+	LOC101928551	LOC101928551
chr16	85792414	+	LOC101928557	LOC101928557
chr1	168495644	-	LOC101928565	LOC101928565
chr4	175790306	+	LOC101928590	LOC101928590
chr16	30096429	+	LOC101928595	LOC101928595
chr1	169104123	+	LOC101928596	LOC101928596
chr12	92146084	+	LOC101928617	LOC101928617
chr7	36095309	+	LOC101928618	LOC101928618
chr4	34039893	-	LOC101928622	LOC101928622
chr1	629009	-	LOC101928626	LOC101928626
chrX	36440292	-	LOC101928627	LOC101928627
chr5	61698432	-	LOC101928651	LOC101928651
chr16	87317508	+	LOC101928659	LOC101928659
chr6	146598931	-	LOC101928661	LOC101928661
chr6	25261407	-	LOC101928663	LOC101928663
chr17	78360447	+	LOC101928674	LOC101928674
chr16	87292452	-	LOC101928682	LOC101928682
chr13	19182032	+	LOC101928697	LOC101928697
chr16	87212114	+	LOC101928708	LOC101928708
chr1	111755509	-	LOC101928718	LOC101928718
chr15	58770974	-	LOC101928725	LOC101928725
chr1	26694131	-	LOC101928728	LOC101928728
chr13	112273000	-	LOC101928730	LOC101928730
chr12	93737823	-	LOC101928731	LOC101928731
chr16	87494186	+	LOC101928737	LOC101928737
chr3	179147973	-	LOC101928739	LOC101928739
chr9	115138409	-	LOC101928748	LOC101928748
chr13	21298091	-	LOC101928764	LOC101928764
chr9	115744239	-	LOC101928775	LOC101928775
chr7	131910219	+	LOC101928782	LOC101928782
chr9	138045071	-	LOC101928786	LOC101928786
chr21	45972969	+	LOC101928796	LOC101928796
chr9	117648605	+	LOC101928797	LOC101928797
chr19	54756329	-	LOC101928804	LOC101928804
chr7	132260860	+	LOC101928807	LOC101928807
chr10	19728550	-	LOC101928834	LOC101928834
chr11	76783062	-	LOC101928837	LOC101928837
chr13	113410975	-	LOC101928841	LOC101928841
chr19	5847466	+	LOC101928844	LOC101928844
chr11	112963460	-	LOC101928847	LOC101928847
chr17	80805632	-	LOC101928855	LOC101928855
chr5	67793212	+	LOC101928858	LOC101928858
chr7	133824888	-	LOC101928861	LOC101928861
chr2	233012613	+	LOC101928881	LOC101928881
chr3	180870178	-	LOC101928882	LOC101928882
chr11	46171954	+	LOC101928894	LOC101928894
chr11	78533175	+	LOC101928896	LOC101928896
chr8	144372871	-	LOC101928902	LOC101928902
chr15	62060502	+	LOC101928907	LOC101928907
chr14	90642628	+	LOC101928909	LOC101928909
chr6	87784859	+	LOC101928911	LOC101928911
chr5	69485612	-	LOC101928924	LOC101928924
chr9	138203453	-	LOC101928932	LOC101928932
chr6	88539369	-	LOC101928936	LOC101928936
chr12	99093358	+	LOC101928937	LOC101928937
chr11	114380039	-	LOC101928940	LOC101928940
chr10	67012153	-	LOC101928961	LOC101928961
chr1	115977276	-	LOC101928977	LOC101928977
chr4	84299169	-	LOC101928978	LOC101928978
chr11	115734762	-	LOC101928985	LOC101928985
chr15	63928273	+	LOC101928988	LOC101928988
chr10	69232490	-	LOC101928994	LOC101928994
chr6	29223972	+	LOC101929006	LOC101929006
chr3	52239237	+	LOC101929054	LOC101929054
chr6	89638531	+	LOC101929057	LOC101929057
chr12	103151841	+	LOC101929058	LOC101929058
chr8	18084867	+	LOC101929066	LOC101929066
chr10	25933710	-	LOC101929073	LOC101929073
chr15	67838879	-	LOC101929076	LOC101929076
chr11	118530775	-	LOC101929089	LOC101929089
chr1	117059490	-	LOC101929099	LOC101929099
chr3	187207629	-	LOC101929106	LOC101929106
chr5	76608969	-	LOC101929109	LOC101929109
chr9	126275915	-	LOC101929116	LOC101929116
chr10	26579307	-	LOC101929117	LOC101929117
chr6	159170007	-	LOC101929122	LOC101929122
chr19	22527949	-	LOC101929124	LOC101929124
chr8	9188998	+	LOC101929128	LOC101929128
chr3	187291271	+	LOC101929130	LOC101929130
chr13	41132927	+	LOC101929140	LOC101929140
chr17	18835663	+	LOC101929141	LOC101929141
chrY	22147484	-	LOC101929148	LOC101929148
chr5	77884655	+	LOC101929154	LOC101929154
chr4	25569346	-	LOC101929161	LOC101929161
chr12	107736554	+	LOC101929162	LOC101929162
chr10	74912785	+	LOC101929165	LOC101929165
chr8	21298238	+	LOC101929172	LOC101929172
chr6	33633745	-	LOC101929188	LOC101929188
chr11	120958039	-	LOC101929208	LOC101929208
chr4	94207556	-	LOC101929210	LOC101929210
chr8	48620402	+	LOC101929217	LOC101929217
chr11	120894797	-	LOC101929227	LOC101929227
chr8	10840025	+	LOC101929229	LOC101929229
chr10	75409156	+	LOC101929234	LOC101929234
chr8	22877971	+	LOC101929237	LOC101929237
chr6	34696153	+	LOC101929243	LOC101929243
chr13	45106278	+	LOC101929259	LOC101929259
chr8	48551566	+	LOC101929268	LOC101929268
chr8	11067089	-	LOC101929269	LOC101929269
chr10	30211851	+	LOC101929279	LOC101929279
chr8	24548618	-	LOC101929294	LOC101929294
chr11	95150538	+	LOC101929295	LOC101929295
chr6	166236968	+	LOC101929297	LOC101929297
chr8	24514868	-	LOC101929315	LOC101929315
chr2	151379371	-	LOC101929319	LOC101929319
chr7	65555065	-	LOC101929322	LOC101929322
chr9	129282415	+	LOC101929331	LOC101929331
chr11	124759133	+	LOC101929340	LOC101929340
chr8	52194361	+	LOC101929341	LOC101929341
chr4	100190032	+	LOC101929353	LOC101929353
chr22	17589192	-	LOC101929372	LOC101929372
chr5	87120147	+	LOC101929380	LOC101929380
chr3	102163704	+	LOC101929411	LOC101929411
chr20	10909272	-	LOC101929413	LOC101929413
chr8	56445806	+	LOC101929415	LOC101929415
chr6	168242937	+	LOC101929420	LOC101929420
chr11	126652777	+	LOC101929427	LOC101929427
chr10	32446056	-	LOC101929431	LOC101929431
chr15	76181486	-	LOC101929439	LOC101929439
chr2	7077880	-	LOC101929452	LOC101929452
chr15	77525594	+	LOC101929457	LOC101929457
chr6	169035643	-	LOC101929460	LOC101929460
chr8	29828504	-	LOC101929470	LOC101929470
chr11	127067001	+	LOC101929473	LOC101929473
chr15	85234781	-	LOC101929479	LOC101929479
chr8	57343786	+	LOC101929488	LOC101929488
chr2	161254643	-	LOC101929512	LOC101929512
chr6	169213211	+	LOC101929523	LOC101929523
chr5	16615925	+	LOC101929524	LOC101929524
chr8	58272101	-	LOC101929528	LOC101929528
chr2	162114440	+	LOC101929532	LOC101929532
chr1	39788975	+	LOC101929536	LOC101929536
chr11	128686922	-	LOC101929538	LOC101929538
chr8	35710320	-	LOC101929550	LOC101929550
chr2	7899655	-	LOC101929551	LOC101929551
chr17	82716253	-	LOC101929552	LOC101929552
chr6	41023280	-	LOC101929555	LOC101929555
chr9	23672399	-	LOC101929563	LOC101929563
chr14	19421025	+	LOC101929572	LOC101929572
chr10	80535942	-	LOC101929574	LOC101929574
chr4	106022478	-	LOC101929577	LOC101929577
chr17	39237769	+	LOC101929578	LOC101929578
chr3	107382159	-	LOC101929579	LOC101929579
chr9	40499730	+	LOC101929583	LOC101929583
chr15	80562944	-	LOC101929586	LOC101929586
chr5	69631144	+	LOC101929599	LOC101929599
chr16	2998954	+	LOC101929613	LOC101929613
chr4	108557232	+	LOC101929621	LOC101929621
chr8	37717578	+	LOC101929622	LOC101929622
chr1	46133370	+	LOC101929626	LOC101929626
chr2	164840748	+	LOC101929633	LOC101929633
chr5	29065243	+	LOC101929645	LOC101929645
chr11	131540867	-	LOC101929653	LOC101929653
chr13	52128894	+	LOC101929657	LOC101929657
chr10	85432862	+	LOC101929662	LOC101929662
chr20	32509958	+	LOC101929698	LOC101929698
chr6	44003650	-	LOC101929705	LOC101929705
chr8	89757711	-	LOC101929709	LOC101929709
chr5	95962000	+	LOC101929710	LOC101929710
chr14	20999163	-	LOC101929718	LOC101929718
chr5	140157318	+	LOC101929719	LOC101929719
chr9	92808087	-	LOC101929748	LOC101929748
chr4	119212644	-	LOC101929762	LOC101929762
chr17	43170403	-	LOC101929767	LOC101929767
chr22	42130881	-	LOC101929829	LOC101929829
chr2	10043401	-	LOC101929882	LOC101929882
chr8	42270961	-	LOC101929897	LOC101929897
chr1	56645318	-	LOC101929935	LOC101929935
chr17	36274198	+	LOC101929950	LOC101929950
chr7	154060570	-	LOC101929998	LOC101929998
chr19	42397127	+	LOC101930071	LOC101930071
chr7	35695205	+	LOC101930085	LOC101930085
chr21	42496538	+	LOC101930094	LOC101930094
chr4	173169652	-	LOC101930370	LOC101930370
chr10	628563	+	LOC101930421	LOC101930421
chr10	32347363	+	LOC102031319	LOC102031319
chr5	54703324	-	LOC102467080	LOC102467080
chr5	55024169	-	LOC102467081	LOC102467081
chr5	112682888	-	LOC102467216	LOC102467216
chr5	115672652	-	LOC102467217	LOC102467217
chr8	20953632	+	LOC102467222	LOC102467222
chr5	121322549	+	LOC102467226	LOC102467226
chr5	72557076	+	LOC102503427	LOC102503427
chr5	134435047	-	LOC102546229	LOC102546229
chr5	148383850	-	LOC102546294	LOC102546294
chr5	164470278	+	LOC102546299	LOC102546299
chr1	101025845	+	LOC102606465	LOC102606465
chr20	12936963	-	LOC102606466	LOC102606466
chr8	10729290	+	LOC102723313	LOC102723313
chr8	85177041	-	LOC102723322	LOC102723322
chr15	100558665	+	LOC102723335	LOC102723335
chr13	29647692	+	LOC102723345	LOC102723345
chr21	5569203	+	LOC102723360	LOC102723360
chr16	53373492	+	LOC102723373	LOC102723373
chr10	11720	+	LOC102723376	LOC102723376
chr16	19067483	-	LOC102723385	LOC102723385
chr7	68020252	+	LOC102723427	LOC102723427
chr10	74529324	-	LOC102723439	LOC102723439
chr15	67064182	-	LOC102723493	LOC102723493
chr17	72057734	-	LOC102723517	LOC102723517
chr15	23303510	-	LOC102723534	LOC102723534
chr12	257299	-	LOC102723544	LOC102723544
chr9	127816065	+	LOC102723566	LOC102723566
chr3	122416205	+	LOC102723582	LOC102723582
chr14	51918571	-	LOC102723604	LOC102723604
chr15	23136892	-	LOC102723623	LOC102723623
chr6	137665645	+	LOC102723649	LOC102723649
chr16	32676127	-	LOC102723655	LOC102723655
chr10	96832458	-	LOC102723665	LOC102723665
chr7	149438	-	LOC102723672	LOC102723672
chr16	17134503	+	LOC102723692	LOC102723692
chr8	37737426	-	LOC102723701	LOC102723701
chr4	102777036	+	LOC102723704	LOC102723704
chr9	61869138	-	LOC102723709	LOC102723709
chr8	41578368	-	LOC102723729	LOC102723729
chr2	1551929	+	LOC102723730	LOC102723730
chr16	32188113	-	LOC102723753	LOC102723753
chr22	11897405	+	LOC102723769	LOC102723769
chr14	64540368	-	LOC102723809	LOC102723809
chr6	151228457	-	LOC102723831	LOC102723831
chr11	102467254	+	LOC102723838	LOC102723838
chr6	68055350	+	LOC102723883	LOC102723883
chr7	90469638	+	LOC102723899	LOC102723899
chr13	63844125	-	LOC102723968	LOC102723968
chr9	135614182	+	LOC102723971	LOC102723971
chr21	5022530	+	LOC102723996	LOC102723996
chr12	10030606	-	LOC102724020	LOC102724020
chr15	82444869	-	LOC102724034	LOC102724034
chr12	54353690	+	LOC102724050	LOC102724050
chr2	165957417	+	LOC102724058	LOC102724058
chr11	66347990	+	LOC102724064	LOC102724064
chr16	80563135	-	LOC102724084	LOC102724084
chr6	4190029	-	LOC102724096	LOC102724096
chr15	84230136	-	LOC102724135	LOC102724135
chr6	163671484	-	LOC102724152	LOC102724152
chr14	75579588	-	LOC102724153	LOC102724153
chr9	88077900	-	LOC102724156	LOC102724156
chr21	5154658	-	LOC102724159	LOC102724159
chr16	83803976	-	LOC102724163	LOC102724163
